,ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Current_BASIC_A,Current_BASIC_B,Current_BASIC_C,Current_BASIC_D,Current_BASIC_E,Current_ENHANCED,Risk_Model,Assign_Type,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_Rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,Report_WI,Report_eCQM,Report_CQM,Report_Inc,QualScore,Recvd30p,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,MaxShareRate,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,Perc_Dual,Perc_CovDiag,Perc_CovEpisode,Perc_LTI,CAHPS_1,CAHPS_2,CAHPS_3,CAHPS_4,CAHPS_5,CAHPS_6,CAHPS_7,CAHPS_11,CAHPS_9,CAHPS_8,Measure_479,Measure_MCC1,QualityID_318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_134_eCQM-CQM,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_001_eCQM-CQM,QualityID_236_WI,QualityID_236_eCQM-CQM,lat,long,ACO_identifier
10,A1052,"Quality Independent Physicians, LLC","KY, IN",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,Prospective,1,0,1,"6,809",-1.28%,0.50%,"-877,620","-877,620","-263,286",0,1,1,1,0,0,0,93.79%,0,1,"10,421","10,014","68,731,852","69,609,472",0,0,50.00%,50.00%,1,Low Revenue,"76,631","7,535","12,981","8,691","85,337","7,800","13,470","9,005","81,125","8,231","13,895","9,020","88,165","8,710","17,462","9,795","10,554",1.046,0.845,0.908,1.047,1.069,0.874,0.889,1.063,1.033,0.897,0.9,1.05,1.111,0.85,0.975,1.048,52,"1,945","1,020","6,386","6,596",22,"1,081",582,"4,911","1,137","3,019","1,899",754,"3,563","3,246","6,410",200,20,10,3,166,"2,818","2,434",78,306,27,372,808,"2,561","3,360",179,444,390,283,260,3,16,3,651,196,762,212,"11,476","3,941","3,368","1,670","2,496",67,24,"12,270",0,3,6,0,0,0,45,11,70,17,0,19.12%,8.81%,2.69%,3.22%,88.54,93.99,92.31,82.33,62.79,61.94,70.19,28.65,90.82,85.66,0.1469,35.51,93.77,80.5,93.33,74.44,,75.59,70.03,93.8,15.79,9.8,,78.77,,38.2739478,-85.7080786,
11,A1059,"Optimus Healthcare Partners, LLC",NJ,Renewal,3,4/1/2012,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,Retrospective,0,0,0,"24,099",4.46%,2.46%,"13,302,713","13,302,713",,"5,214,664",1,1,1,0,0,0,80.91%,0,1,"12,716","12,415","297,943,200","284,640,487",,,40.00%,40.00%,0,High Revenue,"104,100","12,066","14,047","10,419","100,142","10,458","14,448","10,679","100,005","12,098","16,033","10,944","100,575","11,655","14,409","11,240","12,148",1.072,1.013,0.962,1.056,1.046,0.949,0.963,1.035,1.059,0.957,0.984,1.039,1.034,0.942,0.908,0.994,180,"2,417","2,829","20,744","23,431",148,"1,783","2,294","19,206","2,508","10,829","7,431","3,331","14,213","9,886","18,226","1,985","1,436",716,9,"1,727","3,112","2,775",39,239,89,262,"1,077","2,297","5,052",108,429,186,253,237,1,10,5,486,211,641,255,"13,135","5,834","6,156","1,141",4,65,26,"16,174",0,0,0,0,6,5,216,200,126,27,0,13.47%,8.51%,2.04%,2.22%,81.87,91.4,90.33,77.36,59.5,60.29,71.41,26.98,84.92,82.84,0.156,35.9,58.13,76.55,71.43,45.09,,66.94,66.45,72.57,14.71,14.66,,72.86,,40.717562,-74.355941,
12,A1061,Ascension Care Management Health Partners Tennessee,"TN, KY",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,"37,612",1.59%,0.00%,"5,839,856","5,839,856",,"4,292,294",1,1,1,0,0,0,85.41%,0,1,"10,051","9,707","368,364,729","362,524,873",,,75.00%,75.00%,0,High Revenue,"76,218","9,838","15,575","8,207","78,731","10,566","16,306","8,572","81,749","10,330","17,115","8,786","75,277","11,114","16,421","9,135","9,892",0.968,1.018,1.03,0.933,0.999,1.017,1.017,0.95,1.043,0.995,1.024,0.942,0.951,0.987,0.981,0.93,182,"2,905","1,285","30,835","36,648",241,"2,228","1,016","33,164","3,439","20,329","10,407","3,437","21,324","16,288","32,740","3,417",191,105,10,"1,149","2,484","2,223",15,206,49,159,573,"1,884","4,010",99,525,276,251,234,1,11,4,524,185,688,245,"10,122","3,514","4,370","2,097",141,41,28,"13,474",2,0,5,0,7,11,500,740,570,158,1,5.20%,7.24%,1.90%,1.00%,85,93.38,93.14,83.26,60.5,59.11,70.58,25.17,91.88,86.14,0.155,36.19,89.92,79.67,61.54,51.61,,70.74,65,79.48,17.02,11.2,,71.71,,36.199586,-86.809,
13,A1063,Summa Accountable Care Organization,OH,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,1,"14,068",5.70%,0.00%,"7,661,680","7,661,680",,"3,754,223",1,1,1,0,0,0,89.95%,0,1,"9,893","9,842","134,462,920","126,801,241",,,50.00%,50.00%,1,High Revenue,"75,182","8,907","14,341","8,187","76,166","8,662","14,438","8,740","70,518","8,403","15,482","8,796","86,114","7,982","13,074","8,890","9,329",1.02,1.02,1.02,1.009,0.999,0.992,1.0,0.988,0.982,0.981,1.024,0.988,0.996,0.958,1.027,1.034,143,"2,024",605,"12,744","13,592",68,"1,355",474,"11,695","1,929","7,531","3,236","1,372","7,768","6,300","12,538",895,82,12,2,539,"2,728","2,260",83,339,57,185,469,"2,348","2,835",107,442,214,287,258,3,19,6,613,214,701,158,"9,469","3,818","3,602","2,042",7,42,24,"11,285",0,0,0,0,1,1,198,338,196,58,11,8.95%,7.11%,2.71%,0.80%,85.23,94.77,92.78,77.8,64.24,60.96,73.28,23.39,93.1,86.49,0.1592,37.26,94.44,84.55,82.14,84.12,,75.36,73.05,84.19,10,9.42,,82.71,,41.106491,-81.4967476,
14,A1066,Essentia Health,"MN, WI, ND",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,1,"28,910",3.97%,1.00%,"13,817,854","13,817,854",,"10,156,123",1,1,1,0,0,0,97.68%,0,1,"12,344","11,670","347,855,102","334,037,248",,,75.00%,75.00%,0,High Revenue,"81,429","9,708","14,623","9,566","82,210","10,115","15,118","9,728","90,074","11,035","16,103","10,082","91,684","11,151","18,786","10,845","11,854",1.06,0.967,1.027,1.022,1.074,1.032,1.094,1.066,1.053,1.043,1.119,1.069,1.112,1.062,1.16,1.094,194,"5,934","1,727","18,920","28,180",185,"4,505","1,526","21,964","4,750","12,072","8,177","3,911","15,792","13,118","27,582",127,56,43,463,639,"3,249","3,070",21,111,70,368,810,"4,909","2,174",129,271,317,248,237,0,5,5,769,121,749,240,"8,555","2,072","2,407","2,394","1,681",56,24,"15,088",19,0,22,0,15,29,736,"1,625",657,351,15,16.91%,6.85%,1.74%,2.96%,83.4,91.98,91.46,81.02,66.04,54.59,73.1,15.44,94.28,84.27,0.146,32.17,95.29,80.47,96.77,94.19,,85.74,83.89,87.46,26.63,9.23,,82.36,,46.7927519,-92.0935447,
15,A1070,"Allcare Options, LLC",FL,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,1,0,0,0,Two-Sided,Retrospective,0,0,0,"13,281",14.47%,2.80%,"43,351,432","43,351,432",,"21,242,202",1,1,1,0,0,0,83.47%,0,0,"24,301","25,908","299,632,628","256,281,195",,,50.00%,50.00%,1,Low Revenue,"119,774","18,780","27,781","25,921","125,463","18,480","28,539","25,563","119,438","16,531","26,750","23,944","92,065","14,189","26,315","17,779","20,785",1.163,1.324,1.298,1.371,1.18,1.259,1.203,1.344,1.182,1.203,1.207,1.319,1.089,1.117,1.186,1.148,280,"2,887","5,149","6,962","12,330",192,"2,154","3,576","6,408","2,730","4,685","3,501","2,365","7,552","5,729","10,523","1,575",106,674,17,386,"5,488","4,637",212,500,186,"1,463","4,053","3,724","5,220",293,865,364,564,515,6,24,19,"1,129",481,"1,016",181,"19,660","3,217","4,866","4,426","7,152",278,29,"13,231",0,77,0,0,0,0,142,96,261,26,1,42.37%,13.93%,4.19%,23.66%,81.71,93.4,90.01,77.83,61.95,63.21,71.22,31.12,88.46,84.21,0.1459,38.2,81.2,57.75,81.94,72.18,,62.86,63.07,69.25,28,22.46,,70.22,,27.5179099,-82.5725896,
16,A1080,Central Maine ACO,ME,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,1,0,0,0,Two-Sided,Retrospective,0,0,1,"7,029",-2.50%,1.00%,"-1,876,935","-1,876,935","-563,081",0,1,1,1,0,0,0,83.97%,0,1,"11,047","10,301","75,225,772","77,102,707",,,50.00%,50.00%,1,High Revenue,"70,392","8,056","11,908","8,566","72,211","8,559","13,299","8,936","70,806","8,589","13,242","8,877","74,876","9,771","15,624","9,943","11,323",0.966,0.833,0.849,0.963,0.973,0.823,0.849,0.97,0.981,0.832,0.88,0.971,0.95,0.819,0.903,0.988,84,"2,503","1,630","6,593","6,809",60,"1,370","1,006","4,373","1,568","2,539","1,897","1,025","3,846","3,183","6,765",21,22,15,12,194,"3,037","2,762",0,206,69,507,774,"4,052","2,299",140,550,299,245,231,0,10,3,878,165,716,191,"7,960","2,574","2,419","1,970",997,48,25,"17,296",4,4,2,0,3,7,364,610,282,131,1,30.24%,5.41%,1.54%,1.76%,84.79,91.54,89.11,69.87,68.05,60,73.6,20.48,92.41,84.03,0.1285,34.54,54.72,75.18,48.65,82.3,,61.42,72.59,75.09,56.52,18.89,,67.27,,44.1021568,-70.2145298,
17,A1083,"Accountable Care Coalition of Southeast Wisconsin, LLC","WI, NJ, FL",Renewal,3,4/1/2012,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,1,"8,714",7.07%,0.00%,"7,097,186","7,097,186",,"3,477,621",1,1,1,0,0,0,93.47%,0,1,"11,909","11,778","100,362,949","93,265,762",,,50.00%,50.00%,1,Low Revenue,"71,933","9,131","11,894","8,579","78,718","9,407","12,185","8,926","80,345","9,710","12,496","9,276","84,671","9,787","11,497","9,617","11,067",0.988,0.963,0.933,1.031,0.995,0.988,0.902,1.027,0.979,1.006,0.92,1.033,0.986,0.997,0.985,1.068,237,"2,336","1,739","5,949","8,427",126,"1,571","1,321","5,409","1,934","3,777","2,149",854,"4,755","3,959","6,142","1,344",439,361,19,409,"3,120","2,875",37,179,36,239,646,"2,926","3,634",125,334,262,283,267,1,8,7,756,221,719,228,"10,687","4,658","3,590","1,666",773,50,26,"13,244",0,15,0,0,0,0,129,61,119,32,0,31.84%,6.95%,2.47%,1.66%,90.38,93.28,92.2,80.57,69.81,69.41,70.09,26.06,95.95,88.65,0.1463,30.75,82.84,77.6,77.61,84.83,,70.24,59.18,78.63,19.67,22.7,,70.84,,29.7249004,-95.4569104,
18,A1095,Beaumont ACO,MI,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,Retrospective,0,0,1,"27,465",3.61%,1.50%,"10,724,295","10,724,295",,"7,882,357",1,1,1,0,0,0,87.64%,0,1,"11,165","11,551","297,246,289","286,521,994",,,75.00%,75.00%,0,Low Revenue,"80,999","10,824","16,033","10,613","81,705","10,705","15,972","10,560","89,589","10,380","14,518","10,238","74,560","10,161","12,596","9,952","10,762",1.044,1.067,1.047,1.159,1.061,1.078,1.068,1.155,1.069,1.025,1.003,1.105,0.973,0.987,0.938,1.035,222,"5,697","2,441","21,405","26,624",224,"4,143","2,359","19,898","5,227","12,742","6,565","2,931","16,771","10,694","21,753","3,660",610,157,25,"1,260","3,118","2,741",63,288,59,129,423,"2,486","3,925",94,485,284,325,303,2,15,6,634,272,751,243,"10,574","4,778","4,889",898,8,42,21,"10,338",0,0,0,0,0,0,466,243,110,50,0,16.94%,7.44%,2.41%,0.46%,84.15,92.65,91.22,81.21,66.51,58.75,71.53,33.53,92.03,82.59,0.1666,41.39,96.77,82.3,100,85.94,,65.2,72.58,85.89,29.09,9.52,,79.84,,42.4834786,-83.272495,
19,A1131,"Florida Medical Clinic ACO, LLC",FL,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,0,0,1,"14,869",0.89%,2.00%,"1,457,612",0,,0,1,1,1,0,0,0,96.93%,0,1,"11,253","10,959","163,374,953","161,917,341",,,50.00%,50.00%,1,High Revenue,"65,145","9,888","15,326","9,723","72,937","10,229","15,690","9,711","74,272","10,624","16,873","10,107","75,545","9,832","17,041","10,588","11,153",1.002,1.011,1.118,1.076,1.011,0.993,1.127,1.081,0.996,1.02,1.096,1.074,1.023,1.092,1.222,1.177,94,"1,273",399,"13,913","14,518",104,875,323,"13,216","1,265","7,479","4,526","1,599","8,568","6,301","13,281",667,155,257,9,500,"2,543","2,282",85,181,21,192,440,"1,918","5,250",76,545,392,254,241,3,9,2,534,203,742,310,"13,229","3,567","6,385","3,260",18,38,24,"11,663",0,0,0,0,0,1,93,179,182,70,0,4.26%,6.27%,1.83%,0.19%,84.42,93.23,91.18,80.62,62.86,61.8,70.59,24.25,91.76,86.91,0.14,30.99,95.35,85.44,91.67,72.93,,75.26,74.82,89.08,19.44,8.77,,70.6,,28.2543397,-82.1854686,
20,A1161,"CHS Physician Partners ACO, LLC","NY, FL",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,1,0,0,0,Two-Sided,Prospective,0,0,1,"29,922",4.30%,1.00%,"20,268,891","20,268,891",,"9,931,756",1,1,1,0,0,0,94.81%,0,1,"16,196","14,556","471,344,008","451,075,117",,,50.00%,50.00%,1,High Revenue,"111,023","11,519","19,020","12,475","102,324","12,827","21,073","12,931","111,527","13,148","21,478","13,372","109,128","13,888","24,379","14,216","15,499",1.079,0.936,1.152,1.211,1.088,0.966,1.158,1.179,1.094,0.949,1.134,1.138,1.055,0.951,1.191,1.177,185,"2,460","2,050","23,829","29,103",184,"2,059","2,022","24,837","2,197","12,746","9,943","5,036","16,842","13,080","26,240","1,408",525,313,8,"1,428","3,965","3,748",15,158,57,215,"1,650","2,751","6,540",77,661,256,306,296,1,6,3,552,251,853,460,"15,408","5,551","8,369","1,474",14,70,33,"22,588",0,0,0,0,0,0,153,635,136,120,0,9.71%,10.21%,2.53%,2.50%,87.23,95.77,94.55,81.49,63.99,65.91,72.11,24.93,91.42,88.3,0.165,36.2,92.13,89.24,100,89.11,,80.04,77.67,95.03,38.89,7.01,,93.57,,40.7301262,-73.6038892,
21,A1175,Memorial Hermann Accountable Care Organization,TX,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,"35,029",2.13%,2.35%,"8,934,664",0,,0,1,1,1,0,0,0,93.61%,0,1,"12,234","12,280","418,762,046","409,827,382",,,40.00%,40.00%,0,High Revenue,"98,570","10,720","15,638","9,910","97,649","10,970","16,330","10,246","95,029","11,352","16,306","10,684","100,168","10,983","14,803","11,144","11,973",1.029,1.106,0.956,1.04,1.05,1.038,0.926,1.035,1.015,1.055,0.939,1.039,1.019,1.001,0.917,1.02,337,"2,434","1,934","29,458","34,229",260,"1,845","1,522","30,602","2,038","18,182","10,747","4,062","20,533","14,496","26,657","3,567","1,875",954,26,"1,950","3,340","2,612",112,656,36,324,393,"2,388","4,872",134,711,277,267,230,4,30,3,570,188,738,312,"10,953","3,988","5,728","1,190",47,32,24,"13,402",0,0,0,0,6,10,505,487,236,93,2,6.73%,7.67%,2.02%,0.49%,83.58,94.14,91.24,82.52,62.81,64.72,72.63,24.43,93,87.31,0.1573,32.86,92.91,79.87,85.71,80.59,,91.07,79.3,85.47,11.32,10.19,,69.18,,29.7827767,-95.545502,
22,A1196,Methodist Alliance for Patients and Physicians,TX,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,0,"12,165",5.68%,2.00%,"8,004,050","8,004,050",,"5,882,977",1,1,1,0,0,0,90.99%,0,1,"11,875","11,629","140,941,584","132,937,535",,,75.00%,75.00%,0,High Revenue,"92,915","10,812","20,006","10,159","91,476","11,144","19,258","9,835","93,764","10,792","18,712","10,396","73,971","10,387","19,475","10,131","11,201",1.045,1.028,1.02,0.983,1.053,1.042,1.018,0.97,1.029,1.014,1.015,0.968,0.956,0.982,1.004,0.959,112,"1,095",463,"10,299","11,868",141,859,372,"10,496",980,"6,595","3,421","1,169","6,912","5,253","9,186","2,066",210,257,20,426,"3,071","2,081",108,843,38,353,448,"2,043","4,545",90,705,265,262,209,4,41,3,554,171,701,266,"10,714","3,938","5,304","1,453",19,33,27,"14,071",0,0,0,0,6,1,227,469,203,146,0,5.49%,7.99%,2.61%,0.52%,82.99,92.93,91.92,78.02,67.61,63.93,67.67,31.84,90.75,86.03,0.1438,30.38,93.31,90.76,84.21,86.01,,83.61,80.34,83.78,14.86,9.76,,84.69,,32.7596673,-96.8253224,
23,A1199,WESTMED Medical Group,"NY, CT, FL",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,1,"13,957",0.52%,2.00%,"873,899",0,,0,1,1,1,0,0,0,87.16%,0,1,"12,355","12,336","168,655,080","167,781,181",,,75.00%,75.00%,0,Low Revenue,"91,326","12,278","17,477","10,391","103,443","12,572","17,123","10,837","99,436","12,600","17,361","10,977","88,615","12,481","18,215","11,288","12,291",1.057,1.069,0.986,1.079,0.971,1.052,1.007,1.043,0.98,0.972,0.984,1.021,0.99,0.863,0.948,0.954,105,981,967,"11,981","13,651",85,777,891,"11,898",846,"6,275","4,573","2,263","8,338","5,619","11,238","1,353",165,378,1,822,"3,481","3,073",110,284,57,178,"1,138","2,217","5,002",103,448,190,255,235,6,11,3,483,195,661,292,"11,271","3,468","6,664","1,121",18,60,27,"18,677",0,0,0,0,0,0,104,250,69,34,0,9.56%,6.69%,1.98%,0.91%,81.53,93.98,92.26,70.89,56.4,46.32,75.52,17.71,93.28,85.98,0.1571,42.16,70.78,90.07,73.08,70.25,,80.52,81.11,90.02,13.64,9.23,,83.88,,41.0064122,-73.6902253,
24,A1204,"BJC HealthCare ACO, LLC","MO, IL",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,1,"35,756",2.77%,1.00%,"10,789,504","10,789,504",,"7,930,285",1,1,1,0,0,0,85.01%,0,1,"11,133","10,568","388,852,557","378,063,053",,,75.00%,75.00%,0,High Revenue,"85,931","10,152","16,117","8,723","86,552","9,980","16,291","8,942","94,153","10,673","16,937","9,400","86,778","11,389","18,362","10,001","10,824",1.059,1.088,1.124,1.07,1.055,1.08,1.184,1.096,1.081,1.105,1.161,1.099,1.041,1.113,1.221,1.108,208,"3,255","1,093","27,802","34,929",220,"2,729",962,"31,018","2,958","16,266","11,851","4,681","20,854","14,902","31,910","2,625",169,44,18,990,"2,929","2,550",42,324,44,298,645,"2,805","3,598",96,388,356,288,267,1,16,4,627,211,794,229,"8,958","2,595","4,097","1,862",405,53,25,"12,397",4,0,6,0,13,15,405,904,239,73,1,6.21%,6.41%,1.93%,0.93%,84.06,93.55,91.68,76.42,62.62,69.23,71.12,27.28,91.77,84.77,0.1579,34.22,98.89,91.86,100,91.32,,87.6,83.4,86.52,5.56,9.47,,83.17,,38.6395046,-90.4740717,
25,A1215,"Mercy Health Select, LLC","OH, KY, IN, MI",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,0,1,Two-Sided,Prospective,0,0,0,"60,671",4.99%,0.50%,"34,550,124","34,550,124",,"25,394,341",1,1,1,0,0,0,93.15%,0,1,"11,736","11,548","692,706,127","658,156,003",,,75.00%,75.00%,0,High Revenue,"77,931","9,572","16,485","9,344","76,384","10,113","17,261","9,964","81,794","10,160","17,268","10,398","81,375","10,321","18,689","10,415","11,151",1.024,1.058,1.104,1.077,1.021,1.069,1.105,1.087,1.03,1.058,1.092,1.106,1.029,1.061,1.126,1.115,564,"7,197","2,394","51,833","59,022",394,"4,918","1,925","51,786","5,275","29,853","17,772","7,771","34,250","26,421","54,601","3,477",192,180,12,"2,209","3,115","2,729",91,285,49,360,807,"2,785","3,399",145,452,299,315,291,3,15,5,680,227,810,197,"9,711","3,396","4,016","2,214",86,71,24,"11,802",9,0,8,0,21,34,826,"1,671",838,252,25,7.38%,7.81%,2.62%,1.92%,88.39,93.68,93.5,86.16,64.65,66.75,71.2,26.77,93.17,87.71,0.1564,40.12,91.97,78.85,90.7,81.54,,80.53,79.22,81.4,0,8.7,,84.69,,39.1690705,-84.4646004,
26,A1216,Southern Kentucky Health Care Alliance,"KY, VA",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,1,0,0,0,Two-Sided,Retrospective,0,0,0,"16,613",8.49%,2.00%,"14,922,847","14,922,847",,"7,312,195",1,1,1,0,0,0,99.36%,0,1,"10,894","10,852","175,860,664","160,937,816",,,50.00%,50.00%,1,Low Revenue,"71,247","8,814","14,607","8,786","77,315","8,851","15,919","9,453","81,743","9,466","15,544","9,994","70,570","8,265","14,637","9,521","9,970",1.013,0.963,1.003,1.015,1.005,0.949,0.971,1.023,1.056,0.987,1.002,1.047,1.041,0.939,0.975,1.056,99,"3,079","1,720","14,323","16,143",73,"1,855",996,"13,219","2,326","7,731","4,833","1,723","9,377","7,236","15,312",747,140,85,5,324,"2,511","2,111",53,321,49,166,663,"2,110","3,787",144,509,361,246,221,3,17,5,584,151,715,220,"11,318","4,614","4,060","2,131",514,49,28,"13,076",0,0,1,0,0,0,88,77,139,17,0,12.32%,9.84%,1.97%,1.97%,88.38,93.58,92.71,74.72,54.35,55.92,72.48,29.21,92.35,86.2,0.1486,30.23,93.1,91.92,83.78,77.1,,81.28,79.34,90.38,14.12,8.3,,88.6,,37.0523384,-86.2071318,
27,A1225,Cumberland Center for Healthcare Innovation,TN,Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,0,0,0,1,0,Two-Sided,Retrospective,1,0,0,"13,189",10.47%,0.00%,"14,845,069","14,845,069",,"7,274,084",1,1,1,0,0,0,99.74%,0,0,"11,066","10,908","141,824,842","126,979,772",0,0,50.00%,50.00%,1,Low Revenue,"85,812","10,078","17,784","8,932","80,081","9,769","18,196","9,298","83,478","10,160","18,533","9,679","81,296","9,567","17,067","9,028","9,908",1.025,1.006,1.062,0.99,1.01,1.007,1.078,0.998,1.042,1.018,1.083,1.018,1.032,1.003,1.037,1.03,76,"1,884","1,217","11,985","12,816",68,"1,121",718,"10,909","1,439","6,413","3,970","1,367","7,343","5,846","12,641",318,15,10,8,197,"2,475","2,141",13,239,86,198,666,"1,917","3,709",196,690,345,261,239,0,13,8,573,181,759,214,"12,164","5,909","3,313","2,786",157,55,30,"12,866",0,0,1,0,0,0,60,1,97,28,0,9.62%,10.56%,2.62%,1.71%,88.31,95.5,93.52,81.26,63.59,67.35,71.01,32.45,96.14,87.93,0.1554,31.58,93.36,89.43,96.3,90.75,,81.53,76.16,91.43,42.65,8.25,,83.06,,36.1700087,-85.5116945,
28,A1241,"AnewCare Collaborative, LLC","VA, TN",Renewal,3,7/1/2012,7/1/2019,0,0,0,0,0,1,0,0,0,0,One-Sided,Prospective,0,0,0,"16,419",0.75%,2.64%,"1,232,068",0,,0,1,1,1,0,0,0,90.28%,0,1,"10,322","9,990","164,426,572","163,194,504",,,40.00%,40.00%,0,Low Revenue,"80,185","8,211","15,477","8,841","77,904","8,011","14,989","9,052","75,208","8,480","14,668","8,981","77,146","7,172","15,346","9,944","10,245",1.083,0.965,1.062,1.083,1.081,0.987,1.09,1.09,1.039,0.999,1.065,1.102,1.052,0.951,1.062,1.114,134,"3,996","1,547","16,134","15,930",90,"2,063",825,"12,952","2,188","7,560","4,796","1,875","9,335","7,084","15,969",158,27,18,5,242,"2,553","2,111",26,394,38,318,584,"2,727","3,179",162,565,399,295,267,1,22,4,659,216,840,221,"10,421","3,378","3,362","3,564",118,47,33,"12,844",0,0,0,0,0,0,475,764,565,132,3,10.98%,7.28%,2.20%,1.87%,88.47,96.19,94.44,81.34,61.47,63.36,68.36,26.4,94.06,87.09,0.1566,35.45,95.05,83.7,66.1,54.75,,74.21,80.18,86.15,13.64,13.35,,69.19,,36.3374424,-82.3983776,
