ACO_Name,ACO_ID,year,ACO_State,Sav_Rate,MaxShareRate,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_HHA,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,P_EDV_Vis,P_EDV_Vis_HOSP,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,GenSaveLoss,FinalShareRate,P_SNF_ADM,QualScore,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,QualityID318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_236_WI,N_AB,N_PCP,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Other,N_Ben_Race_Hisp,N_Ben_Race_Asian,N_Ben_Race_White
"Acorn Network, LLC",A3598,2018,"IL, IN, MI",2.8446021,,4519,3796,163,359,251,311,1722,1242,438,388,5,18,1025,334,11973,5247,4097,0,0.5,114,100.0,79.02,92.02,89.11,79.96,57.0,57.73,69.51,32.33,,,14.77,56.98,1.86,34.91,43.83,30.82,46.22,45.23,44.98,65.19,0,17.41,70.42,5470,106,213,205,195,205,213,2947
CVACC,A3599,2018,VA,-0.17660889999999999,,3467,3279,58,97,47,325,638,481,335,321,2,5,763,243,8930,2967,4035,0,0.5,62,100.0,81.04,93.14,92.08,82.73,62.18,68.76,74.41,24.23,,,14.84,64.44,1.68,93.73,66.34,26.32,85.55,66.92,62.2,88.35,4.71,21.29,65.35,17577,151,29,21,293,21,29,14091
CVACC,A3599,2019,VA,-2.34,,3620,3419,79,92,50,320,779,530,350,336,2,5,777,262,9475,2872,4091,0,0.46,76,92.25,78.94,93.95,92.01,81.75,60.48,66.35,76.48,28.76,93.16,87.07,15.22,71.53,2.15,96.05,42.72,64.38,90.89,73.44,56.68,88.07,38.24,18.21,65.65,16762,,2800,17,274,17,2800,13631
CVACC,A3599,2020,VA,-4.6899999999999995,,3205,2997,79,99,41,338,609,516,285,274,3,5,620,215,8499,2780,3583,0,0.49,50,98.77,^,^,^,^,^,^,^,^,^,^,~,~,0.68,96.66,44.87,55.1,94.97,72.1,72.06,86.76,17.54,14.48,69.71,15081,117,25,16,289,16,25,12399
CVACC,A3599,2021,VA,-0.43,50.00%,"2,908","2,713",80,114,20,289,575,539,268,258,3,5,594,195,"9,384","3,065","3,869",0,50.00%,53,87.39,,,,,,,,,,,,,,,77.78,45.71,68.59,72.53,73.36,84.21,21.69,14.33,64.59,"14,202",115,26,9,284,9,26,"11,891"
"VillageMD Chicago ACO, LLC",A3602,2019,"GA, IL, IN, KY, TN",2.07,,3197,2769,92,304,70,336,940,617,305,281,2,15,648,212,11185,5441,4193,0,0.5,69,99.29,86.41,93.58,93.26,83.95,60.8,63.97,75.09,29.51,91.94,86.2,14.69,62.84,2.28,79.02,61.32,52.63,52,58.01,61.83,79.7,12.5,16.75,67.56,21522,,1812,616,656,616,1812,18040
"VillageMD Chicago ACO, LLC",A3602,2018,"IL, KY, GA, TN, IN",3.0263258,,2927,2401,50,440,68,138,825,595,295,262,2,24,628,183,10029,5168,3548,0,0.5,59,100.0,87.47,94.95,94.18,82.32,55.39,64.28,71.26,32.52,,,15.23,61.39,2.72,65.46,60,52.27,62.5,45.57,53.59,76.4,11.11,24.42,68.18,8549,119,89,68,200,68,89,7706
"VillageMD Chicago ACO, LLC",A3602,2020,"GA, IN, MI, IL",3.7800000000000002,,2732,2388,118,217,48,297,656,518,261,242,3,10,520,198,10312,5141,3900,8977411,0.49,49,97.5,^,^,^,^,^,^,^,^,^,^,~,~,0.92,87.06,72,62.07,75.92,65.06,65.68,68.95,17.86,14.57,69.2,24209,145,265,524,776,524,265,20199
"VillageMD Chicago ACO, LLC",A3602,2021,"IL, IN, GA",7.06,50.00%,"3,649","3,066",151,327,124,385,"1,168",709,335,306,5,15,687,248,"13,216","6,939","4,132","4,985,406",50.00%,71,76.19,,,,,,,,,,,,,,,66.29,59.26,59.29,44.76,51.95,83.91,2.78,23.38,72.48,"5,418",62,281,274,266,274,281,"3,849"
"Accountable Care Organization of Aurora, LLC",A3603,2019,"WI, IL",4.47,,2906,2704,28,155,28,241,613,408,272,259,1,8,692,185,8831,3619,3788,35528248,0.49,52,97.35,85.13,92.72,92.06,81.17,60.68,66.48,76.22,22.11,94.38,87.79,13.4,53.11,1.55,90.76,90.27,98.39,85.52,81.72,83.55,85.54,2.74,9.09,87.41,76071,,3681,581,2875,581,3681,68134
"Accountable Care Organization of Aurora, LLC",A3603,2018,"WI, IL",2.806278,,2978,2755,50,158,34,259,686,397,296,280,2,9,702,202,8789,3691,3785,22134923,0.5,57,100.0,86.55,94.11,92.48,79.16,60.27,54.25,74.92,21.76,,,14.18,56.38,1.82,85.04,91.35,65.52,80.25,82.37,82.71,83.09,4.65,8.81,81.85,78325,927,667,571,2717,571,667,70090
"Accountable Care Organization of Aurora, LLC",A3603,2020,"WI, MI",4.8500000000000005,,2645,2464,37,137,26,247,572,370,253,241,1,7,646,183,7943,3033,3368,23039824,0.5,49,99.38,^,^,^,^,^,^,^,^,^,^,~,~,0.8,92.13,92.1,97.06,90.42,81.89,83.68,86.54,4.13,9.46,85.89,47871,768,422,449,1841,449,422,43521
"Accountable Care Organization of Aurora, LLC",A3603,2021,"WI, IL, MI",2.44,50.00%,"2,664","2,489",25,137,24,257,610,383,245,234,1,6,667,179,"8,754","3,242","3,722","12,106,597",50.00%,50,98.51,,,,,,,,,,,,,,,94.29,86.54,92.38,79.51,80.68,87.25,2.15,9.86,83.48,"46,648",749,414,424,"1,965",424,414,"42,398"
QHI ACO,A3612,2018,"CT, CA, IL",-2.4657835,,3997,3777,62,115,63,217,1206,702,330,318,2,5,777,251,10570,3671,4909,-7738118,0.5,87,100.0,87.62,93.09,92.09,81.66,59.11,60.37,72.82,21.96,,,15.41,64.63,1.97,69.84,69.59,64.58,58.49,74.96,73.3,78.78,3.7,14.93,70.48,25952,226,249,229,749,229,249,23761
QHI ACO,A3612,2021,"CT, FL",2.45,50.00%,"3,346","3,093",67,97,109,241,"1,075",730,269,257,2,4,669,222,"11,324","3,818","4,808",0,50.00%,78,89.02,,,,,,,,,,,,,,,71.06,91.67,77.74,77.89,75.72,81.45,9.76,13.7,71.55,"13,900",164,190,205,598,205,190,"12,289"
QHI ACO,A3612,2019,"CT, CA, IL",-2.8000000000000003,,4056,3800,67,122,87,249,1063,683,322,308,2,5,771,243,10813,3788,4895,-9897243,0.48,76,95.44,86.3,93.52,91.65,81.38,52.11,58.29,75.38,24.39,93.06,85.91,15.27,62.5,1.68,75.95,72.95,72.34,64.71,71.83,78.38,85.5,2.78,12.38,74.58,28782,,937,249,890,249,937,26355
QHI ACO,A3612,2020,"CT, CA",1.11,,3472,3255,54,103,70,269,931,734,259,249,2,4,602,210,9765,3669,4320,0,0.48,62,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.81,72.07,69.95,63.16,51.04,72.74,79.44,82.56,5.88,17.77,72.17,19235,160,183,163,667,163,183,17757
UPQC,A3613,2019,"UT, NV",4.79,,2769,2554,48,164,33,344,681,628,224,211,1,7,569,140,9166,4848,3042,3454375,0.5,55,99.48,85.24,93.93,92.65,82.08,63.34,59.3,72.91,32.69,93.08,87.52,13.87,46.23,1.96,85.4,77.54,86.21,71.58,79.02,78.16,85.74,35.38,8.75,70.91,7283,,21,86,169,86,21,6927
UPQC,A3613,2021,"UT, NV",8.69,50.00%,"1,982","1,824",30,105,30,363,480,532,183,173,1,5,513,135,"9,301","4,656","2,996","6,340,974",50.00%,35,96.10,,,,,,,,,,,,,,,78.63,61.54,76.95,74.53,74.67,83.4,4.76,9.64,75.1,"7,376",68,63,74,190,74,63,"7,008"
UPQC,A3613,2018,"UT, NV",5.4503451,,2581,2320,67,153,55,380,647,608,235,218,2,7,604,145,8609,4231,3208,4499117,0.5,49,100.0,84.31,92.38,91.72,80.69,57.27,57.16,70.52,31.85,,,14.89,50.54,2.02,82.22,77.92,80,74.3,72.89,66.09,79.24,12.09,10.98,74.47,8624,68,67,96,196,96,67,8193
UPQC,A3613,2020,"UT, NV",7.61,,2099,1922,25,137,24,289,427,536,179,169,1,6,465,125,9045,4790,2855,4698060,0.49,34,98.28,^,^,^,^,^,^,^,^,^,^,~,~,0.99,85.94,75.27,76.47,75.79,86.51,80.65,86.48,20.56,8.49,75.32,6838,60,57,74,168,74,57,6495
"Boulder Valley Care Network, LLC",A3617,2019,CO,3.7600000000000002,,2243,2114,28,92,26,81,396,336,190,181,1,5,480,120,9622,3067,5091,3104741,0.48,36,96.44,84.18,95.33,92.96,79.8,62.9,72.17,76.47,26.54,92.08,87.65,14.51,45.9,1.55,91.28,85.26,62.5,69.69,68.64,72.26,76.17,6.1,13.33,77.29,9318,,75,62,557,62,75,8532
"Boulder Valley Care Network, LLC",A3617,2018,CO,-0.36140310000000003,,2204,2032,40,100,39,120,384,320,191,181,1,4,489,121,9531,2976,5172,0,0.5,33,100.0,84.37,94.24,92.05,81.61,60.54,69.31,75.08,30.76,,,15.19,49.42,1.31,88.46,85.2,75,76.71,75.93,67.58,80.08,3.49,13.62,75.77,9863,115,81,74,547,74,81,9059
"Boulder Valley Care Network, LLC",A3617,2021,CO,-3.15,50.00%,"2,304","2,095",0,202,25,132,287,295,165,155,0,6,434,114,"9,544","2,894","4,742",0,50.00%,26,100.00,,,,,,,,,,,,,,,84.33,87.5,76.14,84.1,76.81,83.73,11.96,9.06,78.21,"9,300",98,73,50,551,50,73,"8,553"
"Boulder Valley Care Network, LLC",A3617,2020,CO,-0.88,,2090,1987,15,81,14,159,270,278,158,152,0,4,357,102,8962,2895,4585,0,0.49,25,97.19,^,^,^,^,^,^,^,^,^,^,~,~,0.7,76.87,83.82,95,67.71,77.93,76.78,69.87,12.73,10.32,73.99,9258,104,73,48,550,48,73,8517
Independent Physicians Accountable Care,A3620,2018,"TX, FL, SC, CT, CA, VA",-1.2065629,,7440,6316,464,591,156,1297,4620,1071,686,632,11,29,1122,540,19531,7599,5594,0,0.5,316,100.0,86.26,94.36,93.13,82.11,58.22,61.47,72.18,28.36,,,16.34,80.76,2.31,86.42,92.03,42,0,83.73,84.62,72.41,N/A,100,2.82,9480,139,69,239,196,239,69,8197
Independent Physicians Accountable Care,A3620,2020,"FL, TX, SC, CA, VA",-6.18,,2612,2262,59,282,24,388,837,618,258,237,2,15,554,189,13765,6916,4862,0,0.48,61,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.79,77.91,71.49,100,50.83,70.28,50,98.79,0,21.6,55.24,10930,62,151,92,332,92,151,9831
Independent Physicians Accountable Care,A3620,2019,"TX, SC, CA, VA",-3.5000000000000004,,3193,2640,120,367,31,319,595,615,298,269,4,20,660,184,11779,5311,4951,0,0.48,50,96.53,86.15,93.27,93.69,82.09,59.18,61.8,74.36,27.04,90.74,86.42,15.08,59.05,1.83,12.73,65.03,88.89,39.61,49.03,33.51,10.26,0,15.58,81.27,4850,,245,64,112,64,245,4405
Independent Physicians Accountable Care,A3620,2021,FL,-2.67,50.00%,"2,456","2,169",73,221,14,368,666,578,248,234,2,9,640,206,"16,239","8,318","5,324",0,50.00%,51,67.86,,,,,,,,,,,,,,,54.15,1.65,72.91,29.88,55.93,85.96,0,22.74,64.12,"7,014",32,140,34,252,34,140,"6,232"
"Kootenai Accountable Care, LLC",A3621,2021,"ID, WA",5.56,50.00%,"2,163","1,966",46,161,3,174,413,273,179,168,3,8,503,101,"8,101","3,622","2,613","8,528,602",50.00%,28,99.57,,,,,,,,,,,,,,,74.77,72.73,81.92,80.52,81.42,84.29,7.41,7.03,79.23,"15,087",216,41,31,381,31,41,"14,571"
"Kootenai Accountable Care, LLC",A3621,2018,"ID, WA",5.5964186,,2422,2047,99,282,8,187,270,338,210,190,3,16,585,120,8231,3366,2971,7061252,0.5,27,100.0,82.85,92.07,88.87,78.52,59.2,59.86,73.62,31.9,,,14.09,41.58,1.08,89.16,77.41,89.13,78.13,82.9,84.68,88.93,1.2,13.71,72.37,13801,108,41,33,297,33,41,13343
"Kootenai Accountable Care, LLC",A3621,2019,"ID, WA",6.65,,2050,1763,51,250,2,153,170,266,163,148,1,14,499,90,8303,3681,2874,7915987,0.48,17,96.75,80.82,91.42,90.64,77.75,61.86,63.57,76.11,23.83,93.6,85.21,13.01,32.31,0.81,92.42,79.57,88,76.56,80.58,87.02,90.17,9.38,10.03,68.97,13055,,16,35,308,35,16,12618
"Kootenai Accountable Care, LLC",A3621,2020,"ID, WA",-7.2700000000000005,,2099,1835,66,214,3,178,213,279,163,150,2,10,446,102,7868,3557,2765,0,0.49,20,97.5,^,^,^,^,^,^,^,^,^,^,~,~,0.64,92.42,66.95,85,77.06,77.78,79.44,86.55,6.48,7.63,78.35,12948,129,52,31,330,31,52,12484
"St. Luke's ACO, LLC",A3623,2020,"MO, IL",-0.09,,2612,2227,34,354,26,275,501,332,264,241,1,19,624,197,8903,3146,4871,0,0.48,45,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.8,94.21,76.04,73.33,90.09,79.41,70.58,80.03,1.96,14.59,69.63,13865,123,90,11,442,11,90,12647
"St. Luke's ACO, LLC",A3623,2019,"MO, IL",3.61,,3089,2694,21,334,56,326,576,376,311,289,1,17,791,217,9699,3582,5192,5627954,0.48,57,95.25,86.01,93.22,91.69,82.96,65.55,65.51,72.33,23.41,89.69,86.8,14.12,61.8,1.9,96.48,77.55,100,90.17,82.56,82.92,79.83,9.09,11.61,73.33,14952,,723,17,446,17,723,13628
"St. Luke's ACO, LLC",A3623,2018,"MO, IL",-4.7286833,,3162,2724,21,386,45,158,458,412,319,295,1,19,815,212,9596,3373,5538,-5775275,0.5,50,100.0,86.89,91.7,91.24,82.38,63.32,64.22,74.2,26.31,,,14.89,60.35,2.11,96.26,82,100,90.33,81.34,82.43,84.82,3.77,13.21,75.41,13085,107,131,16,406,16,131,11867
"St. Luke's ACO, LLC",A3623,2021,"MO, IL",-2.85,50.00%,"2,693","2,219",20,452,27,234,456,348,261,234,1,22,706,197,"9,765","3,162","5,385",0,50.00%,41,95.37,,,,,,,,,,,,,,,90.34,100,90,83.5,80.12,82.07,2.7,6.98,76.88,"13,286",114,80,16,448,16,80,"12,164"
UC Davis Health ACO,A3624,2021,CA,-3.49,50.00%,"4,027","3,779",37,161,96,303,759,798,235,224,1,5,622,181,"9,190","3,986","4,367",0,50.00%,40,86.87,,,,,,,,,,,,,,,82.4,86.96,24.6,58.39,89.29,83.15,7.19,12.03,73.15,"24,857",440,"1,180",502,"1,525",502,"1,180","20,043"
UC Davis Health ACO,A3624,2019,CA,0.11,,4442,4157,47,187,101,279,753,718,266,251,1,6,696,192,9165,4154,4403,0,0.46,44,92.17,87.17,93.92,93.29,77.65,53.67,54.05,71.54,17.67,94.86,85.03,14.39,49.95,1.11,27.59,66.47,44.44,16.07,55.94,88.06,83.79,,13.17,77.67,24281,,1699,482,1402,482,1699,19475
UC Davis Health ACO,A3624,2018,CA,-0.6049914,,4361,4107,28,165,105,292,803,717,282,269,1,5,710,204,9095,4268,4242,0,0.5,46,100.0,87.39,92.17,92.26,79.87,52.46,52.34,73.8,17.82,,,14.62,55.52,1.18,32.13,67.65,40,16.21,57.37,86.69,78.97,0,16.34,77.82,23697,400,1085,481,1312,481,1085,18986
UC Davis Health ACO,A3624,2020,CA,-2.9000000000000004,,4155,3877,46,159,117,287,738,830,239,227,1,4,596,184,8615,3947,4091,0,0.48,36,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.61,23.13,77.55,54.05,21.32,62.52,89.24,80.15,100,14.81,74.65,23896,425,1078,478,1403,478,1078,19238
Keep Well ACO LLC,A3627,2021,"MO, OK, IL, FL, KS, TX",-2.36,50.00%,"5,276","4,254",144,280,653,"1,368","3,054",931,541,474,4,14,"1,103",431,"21,092","10,931","3,853",0,50.00%,230,85.45,,,,,,,,,,,,,,,95.49,98.67,48.06,80,68.71,100,75,52.66,75.2,"7,664",76,45,60,129,60,45,"6,801"
Keep Well ACO LLC,A3627,2020,"MO, IL, OK, FL, KS, TX",-3.26,,4943,4086,209,267,431,1223,3377,915,530,477,6,13,963,423,18855,9578,3407,0,0.49,216,98.13,^,^,^,^,^,^,^,^,^,^,~,~,1.17,98.32,96.54,100,74.62,69.4,69.73,96.57,33.33,12.61,75.69,8614,75,51,59,121,59,51,7669
Keep Well ACO LLC,A3627,2019,"MO, OK, IL, FL, KS, TX",-4.36,,5918,4793,256,346,576,1396,2864,1246,595,526,6,17,1120,454,17623,7846,3945,-6981298,0.47,219,94.43,94.17,96.92,94.17,85.4,54.03,60.86,73.54,34.01,96.06,87.34,14.94,73.36,2.82,87.52,94.61,98.28,76.15,60.57,61.63,97.32,18.18,25.04,86.69,9257,,649,95,131,95,649,8171
Keep Well ACO LLC,A3627,2018,"MO, KS, IL",-4.8932131,,6387,5140,292,402,642,1363,3129,732,622,547,7,20,1124,465,14268,5959,3359,-5973091,0.5,264,100.0,89.6,95.03,92.86,82.9,58.45,65.64,72.51,31.55,,,14.68,77.72,2.8,55.06,88.21,100,30.87,55.19,67.55,96.96,90,40.32,51.31,7257,63,56,49,123,49,56,6467
"PathfinderHealth, LLC",A3629,2021,AZ,5.42,50.00%,"2,798","2,471",18,285,62,330,420,377,186,170,0,13,534,122,"9,642","2,821","3,552","4,696,093",50.00%,34,92.71,,,,,,,,,,,,,,,76.99,88.89,67.34,69.98,72.36,72.27,4.08,35.7,57.48,"8,435",130,30,57,261,57,30,"7,945"
"PathfinderHealth, LLC",A3629,2018,AZ,-0.0367866,,3691,3385,9,246,67,417,556,435,224,206,0,11,622,132,9316,3007,3839,0,0.5,39,100.0,78.73,92.43,89.66,77.5,59.52,62.24,74.53,30.28,,,14.25,48.75,1.51,70.4,66.93,33.33,59.68,58.74,79.69,59.22,30,32.28,53.55,8525,94,20,84,230,84,20,8033
"PathfinderHealth, LLC",A3629,2019,AZ,-0.43,,3725,3401,40,320,30,449,569,374,223,204,1,15,589,132,9941,3067,3641,0,0.48,40,95.25,80,91.84,89.8,76.39,54.49,53.63,74.19,30.13,89.84,82.29,14.19,43.68,1.43,82.49,70.65,71.43,56.85,65.65,79.8,73.31,28.57,17.23,58.38,9858,,46,79,256,79,46,9232
"PathfinderHealth, LLC",A3629,2020,AZ,2.81,,2975,2680,16,264,35,408,360,312,188,172,0,12,463,109,8822,2719,3198,0,0.48,25,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.76,69.38,66.25,72.22,53.41,63.3,76.07,72.76,15.22,17.19,44.01,9643,108,33,66,268,66,33,9028
Opportunity 2019 ACO,A3630,2019,"AL, PA, GA, KS, SC, FL, NC, WV, VA, MD",4.49,,2885,2498,75,267,60,229,512,497,290,267,2,14,655,189,11153,5213,4172,34742123,0.49,47,98.69,89.12,93.51,92.06,85.3,62.85,65.24,73.08,27.15,91.22,88.43,14.51,55.23,2.01,86.71,79.58,79.31,79.13,73.48,78.57,87.94,25,14.52,77.7,75704,,9923,230,1772,230,9923,63048
Opportunity MSSP,A3630,2020,"DE, FL, NJ, AR, GA, CO, TX, PA",4.14,,2556,2161,48,323,44,279,584,445,239,216,2,17,467,164,11105,5116,4490,11250097,0.48,44,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.08,75.31,69.73,72,70.32,76.23,81.07,80.13,16.67,9.55,66.03,27565,98,264,127,928,127,264,22610
NC MSSP 2022,A3630,2021,"PA, FL, GA, DE, VA, AR, NJ, AL, OR, LA, WA, SC, CO, MD, TX, KY, UT, NC, NY, TN, MI",3.27,50.00%,"2,705","2,330",49,301,50,277,531,503,240,218,2,15,538,173,"11,973","5,433","4,587","26,735,188",50.00%,39,92.45,,,,,,,,,,,,,,,82.94,73.33,73.68,79.56,75.97,85.25,15.62,10.16,76.05,"76,786",423,758,260,"2,583",260,758,"65,322"
"Aledade Accountable Care 22, LLC",A3630,2018,"PA, OH",1.1371042,,3447,2945,87,391,40,222,777,509,327,301,2,19,751,194,10067,4596,3685,0,0.5,63,100.0,88.82,92.45,90.91,81.01,59.12,60.6,75.06,25.45,,,15.46,64.94,2.18,76.8,71.81,45.71,66.13,58.64,69.14,81.61,7.69,18.63,72.29,5844,32,6,21,137,21,6,5442
"MultiCare Connected Care, LLC",A3631,2018,WA,2.1568487000000003,,3064,2894,24,95,59,362,795,471,268,259,1,4,676,203,9008,3499,3613,5659913,0.5,60,100.0,82.27,92.93,92.11,81.1,56.8,57.89,72.33,19.58,,,14.75,56.19,1.54,53.68,71.36,48.72,37.55,73.2,70.64,87.02,7.5,12.71,73.97,25411,593,523,97,928,97,523,22907
"MultiCare Connected Care, LLC",A3631,2021,"WA, ID",5.90,50.00%,"2,816","2,609",22,167,40,339,580,504,227,218,1,6,632,180,"9,164","2,988","3,425","22,628,071",50.00%,39,94.84,,,,,,,,,,,,,,,84.67,92.31,61.77,77.3,81.61,91.13,13.95,12.14,77.47,"33,992",803,623,117,"1,240",117,623,"31,030"
"MultiCare Connected Care, LLC",A3631,2019,WA,3.0300000000000002,,3147,2924,36,154,51,318,775,482,259,248,1,7,683,194,9230,3196,3507,11376899,0.47,59,93.69,82.56,92.65,91.49,77.25,51.52,57.69,73.37,20.45,94.47,86.39,14.72,53.28,1.57,76.12,77.59,63.41,34.7,74.52,76.99,89.13,3.7,9.83,77.76,34259,,896,124,1249,124,896,31163
"MultiCare Connected Care, LLC",A3631,2020,"WA, ID",4.06,,2756,2551,24,170,42,324,590,462,222,212,1,7,590,173,8313,2817,3127,15013666,0.49,39,98.13,^,^,^,^,^,^,^,^,^,^,~,~,0.64,83.21,76.31,87.8,41.92,74.9,75.79,88.3,7.26,12.85,77.59,36533,763,661,128,1342,128,661,33327
"Community Healthcare Partners ACO, Inc.",A3632,2019,"IN, IL",0.62,,4850,3857,218,783,62,178,1001,647,445,391,7,41,768,316,11424,3764,5745,0,0.46,72,92.63,89.9,95.1,93.17,81.48,59.55,61.73,73.09,31.77,94.19,88.24,15.65,73.88,2.53,93.36,74.75,86.96,61.01,70.98,75.46,82.47,10.89,12.56,75.13,21852,,2206,344,472,344,2206,18721
"Community Healthcare Partners ACO, Inc.",A3632,2020,"IN, IL",3.8,,3923,3131,178,662,27,176,767,548,357,314,6,33,602,259,10665,3567,5278,9995362,0.49,51,97.25,^,^,^,^,^,^,^,^,^,^,~,~,1.09,93.23,76.36,95.65,55.26,72.63,78.39,82.36,11.94,14.94,72.92,21672,155,118,325,508,325,118,18749
"Community Healthcare Partners ACO, Inc.",A3632,2021,"IN, IL",0.42,50.00%,"3,955","3,215",118,639,23,172,825,542,345,307,4,32,653,254,"11,493","3,401","6,089",0,50.00%,57,90.75,,,,,,,,,,,,,,,78.96,94.44,53.62,74.38,78.78,85.88,10.08,7.22,71.15,"18,459",137,93,279,486,279,93,"16,212"
"Community Healthcare Partners ACO, Inc.",A3632,2018,"IN, IL",0.8999659,,4791,3801,208,825,50,185,969,660,445,388,7,44,783,310,11017,3609,5720,0,0.5,69,100.0,89.33,95.57,93.61,86.12,54.57,63.18,71.23,28.19,,,15.81,73.16,2.39,75.95,61.61,41.86,30.89,64.64,70.18,79.58,3.13,18.56,70.3,22238,143,106,370,449,370,106,18835
Baptist Health/UAMS Accountable Care Alliance,A3633,2019,AR,0.42,,3504,2817,95,480,122,435,653,470,345,302,2,27,807,211,9392,2992,3748,0,0.47,58,94.25,86.43,94.3,93.6,87.38,53.97,59.58,69.49,18.56,92.9,86.46,15.45,60.47,2.06,82.59,75.08,87.5,78.88,77.38,83.67,99.72,24.14,10,68.77,32922,,5495,123,417,123,5495,26732
Baptist Health/UAMS Accountable Care Alliance,A3633,2018,"AR, TX",0.3720289,,3442,2784,105,437,141,401,693,461,359,314,3,26,828,221,8978,3021,3791,0,0.5,62,100.0,88.37,95.59,94.86,82.6,49.96,60.65,67.55,21.19,,,15.36,63.06,2.22,70,66.8,68.06,50.2,47.81,66.13,99.78,13.64,16.24,63.69,31744,568,93,128,355,128,93,25617
Baptist Health/UAMS Accountable Care Alliance,A3633,2020,"AR, OK",3.3099999999999996,,3033,2352,128,501,84,412,666,508,300,259,3,28,654,195,8335,2521,3294,13506275,0.48,52,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.11,67.07,80.16,42.86,61.8,69.76,80.71,100,6.67,11.45,61.97,38482,755,202,165,541,165,202,32069
Baptist Health/UAMS Accountable Care Alliance,A3633,2021,"AR, OK, TX",2.40,50.00%,"3,166","2,460",80,568,77,453,599,538,306,262,3,32,664,203,"9,313","2,702","3,758","9,123,936",50.00%,50,89.05,,,,,,,,,,,,,,,80.8,87.5,74.23,77.2,79.3,98.33,5.56,16,69.2,"33,682",813,177,130,520,130,177,"28,272"
Lifecare ACO LLC,A3644,2020,OK,3.3300000000000005,,2898,2400,111,296,109,222,1152,1145,287,260,4,14,776,182,9015,1099,2861,5806622,0.49,65,97.5,^,^,^,^,^,^,^,^,^,^,~,~,1.19,80.65,72.7,53.01,60.99,61.24,70.16,79.77,6.02,13.68,64.2,15614,127,36,161,208,161,36,14339
Caravan Health ACO 31 LLC,A3644,2018,OK,-4.320810600000001,,4090,3495,239,221,187,372,1220,1568,385,351,6,13,1052,248,9608,2555,3363,-4339572,0.5,105,100.0,88.32,92.64,90.93,84.2,53.2,62.62,68.54,34.25,,,14.71,59.79,2.22,58.63,87.19,55.17,49,62.15,67.59,74.49,11.11,13.15,66.14,8163,112,14,91,80,91,14,7476
Lifecare ACO LLC,A3644,2021,OK,2.00,50.00%,"3,065","2,522",99,357,103,271,966,"1,130",273,245,3,18,824,177,"9,564","1,100","3,006",0,50.00%,57,86.29,,,,,,,,,,,,,,,78.39,66.67,62.85,69.62,68.98,79.93,12.31,12.83,68.17,"15,009",141,42,141,210,141,42,"13,840"
Caravan Health ACO 31 LLC,A3644,2019,OK,0.24,,3651,3112,131,263,163,226,1097,1187,350,318,4,15,945,219,9816,1360,3246,0,0.46,82,92.17,87.13,93.11,92.59,84.83,58.36,62.86,71.79,24.34,93.37,87.07,14.8,61.58,2.38,71.32,65.46,36.84,48.62,59.7,66.67,73.39,11.63,15.77,65.49,15286,,390,138,188,138,390,13975
PRIMARY PARTNERS LLC,A3646,2019,FL,1.92,,3154,2894,87,180,21,335,635,616,326,309,2,9,635,247,13052,5814,5709,2703896,0.5,52,99.44,90.37,94.83,93.74,84.78,69.12,68.38,73.43,30.55,93.95,88.09,15.5,54.71,1.49,87.28,83.48,92.59,83.13,83.61,78.16,86.08,10.53,9.26,84.23,12477,,941,256,467,256,941,10625
PRIMARY PARTNERS LLC,A3646,2018,FL,-0.1938852,,2983,2705,61,225,25,345,667,618,312,296,2,11,637,235,12379,5272,5817,0,0.5,53,100.0,90.21,93.5,92.72,84.4,67.06,63.33,73.14,28.97,,,15.23,54.59,1.83,84.29,80.14,91.3,85.87,85.43,84.5,84.11,17.91,12.08,83.82,9749,39,121,188,330,188,121,8329
PRIMARY PARTNERS LLC,A3646,2021,FL,0.73,50.00%,"2,959","2,620",26,312,15,340,522,565,292,275,2,14,537,232,"13,167","5,517","5,716",0,50.00%,44,94.22,,,,,,,,,,,,,,,78.01,81.25,83.24,81.53,74.39,84.97,16.46,8.02,82.12,"8,638",48,124,149,368,149,124,"7,444"
PRIMARY PARTNERS LLC,A3646,2020,FL,-0.03,,3165,2864,69,244,41,365,536,586,318,298,2,12,577,245,12412,5020,5555,0,0.48,46,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.88,87.77,77.69,94.29,82.49,83.33,76.74,89.56,20.25,12.73,82.58,11896,69,176,187,476,187,176,10140
